ID,Address,Name,Gender,Age,Average Dollar,Latitude,Longitude
1604,"9703 Hillside DR Roswell, GA 30076",Dexter Lynn,male,8,147,34.0149226732,-84.3187476274
1605,"226 Cedar Knoll CT Roswell, GA 30076",Yuko Spears,female,33,624,34.0081638387,-84.3286238244
1606,"1124 Northshore DR Roswell, GA 30076",Shandi Lewis,female,52,753,34.0056106516,-84.3247177586
1607,"600 Lake Ridge CT Roswell, GA 30076",Toney Merrill,male,69,80,34.0088836459,-84.3238753734
1608,"147 Sweetwood WAY Roswell, GA 30076",Tomas Reid,male,19,300,34.010709017,-84.323033972
1609,"9407 Hillside DR Roswell, GA 30076",Garland Padilla,male,39,435,34.0105267345,-84.3210013305
1610,"658 Cedar Knoll CT Roswell, GA 30076",Bud Holder,male,34,322,34.0080314747,-84.3285906085
1611,"1100 Martin Ridge RD Roswell, GA 30076",Danilo Morse,male,24,417,34.0075191252,-84.3229559593
1612,"978 Cedar Knoll DR Roswell, GA 30076",Aron Gray,male,30,340,34.0074409265,-84.328665838
1613,"3910 Cedar Knoll CIR Roswell, GA 30076",Lenny Livingston,male,53,41,34.0096074493,-84.3288707414
1614,"1717 Cedar Knoll CIR Roswell, GA 30076",Tomika Wiley,female,68,394,34.0093055344,-84.3290956719
1615,"100 Ridge Point Close Roswell, GA 30076",Jetta Chapman,female,20,591,34.0072034979,-84.3227982579
1616,"1777 Cedar Knoll CIR Roswell, GA 30076",Brady Ryan,male,6,503,34.0094330755,-84.3291169365
1617,"200 Martin Ridge CT Roswell, GA 30076",Gregg Peters,male,17,351,34.0084570715,-84.3213774648
1618,"1000 Martins Lake Close Roswell, GA 30076",Daron Knowles,male,17,331,34.0041953503,-84.3265451623
1619,"9734 Hillside DR Roswell, GA 30076",Dennis Baldwin,female,44,408,34.01496931,-84.3183300178
1620,"1409 Lake Ridge CT Roswell, GA 30076",Lynna Cardenas,female,18,76,34.0082956556,-84.3244537219
1621,"359 Quail RUN Roswell, GA 30076",Tobie Hatfield,female,56,52,34.009031272,-84.3145196178
1622,"4111 Cedar Knoll CIR Roswell, GA 30076",Annika Cash,female,53,211,34.0096539389,-84.3275878498
1623,"500 Sweetbirch LN Roswell, GA 30076",Krishna Marquez,female,26,747,34.0132147555,-84.3248161563
1624,"700 Greenvine PL Roswell, GA 30076",Quinton Shepard,male,19,207,34.0122203525,-84.3209225318
1625,"1113 Northshore DR Roswell, GA 30076",Reggie Acosta,male,60,265,34.0055615405,-84.3249365762
1626,"153 Cedar Knoll CT Roswell, GA 30076",Rico Cunningham,male,31,283,34.0080912573,-84.3287435836
1627,"312 Cedar Knoll CT Roswell, GA 30076",Mana Lawson,female,37,377,34.0082331465,-84.328563463
1628,"9342 N Lake DR Roswell, GA 30076",Wilber Marshall,male,41,440,34.00738487,-84.3268947083
1629,"520 Lake Ridge CT Roswell, GA 30076",Senaida Swanson,female,16,491,34.0083514292,-84.3247373052
1630,"159 Cedar Knoll CT Roswell, GA 30076",Latoyia Head,female,30,297,34.0080972229,-84.3287337404
1631,"783 Cedar Knoll DR Roswell, GA 30076",Noella Gay,female,13,119,34.0076706775,-84.3287341496
1632,"9403 Hillside DR Roswell, GA 30076",Quinn Love,female,12,247,34.0104801479,-84.3209805554
1633,"901 Lake Ridge CT Roswell, GA 30076",Brain Vinson,male,30,439,34.0089332731,-84.323574763
1634,"1925 Cedar Knoll CIR Roswell, GA 30076",Lyle Hendrix,male,23,734,34.0097071525,-84.3289534858
1635,"3242 Cedar Knoll DR Roswell, GA 30076",Angeles Rosa,female,39,298,34.0092063189,-84.3270175741
1636,"9410 N Lake DR Roswell, GA 30076",Ivelisse Holman,female,24,749,34.0086452981,-84.325321738
1637,"9605 Hillside DR Roswell, GA 30076",Jeanene Quinn,female,55,772,34.0138339428,-84.3203765241
1638,"113 Sweetwood WAY Roswell, GA 30076",Nickolas Faulkner,male,44,307,34.0108585701,-84.3236106483
1639,"1245 Northshore DR Roswell, GA 30076",Willia Castaneda,female,55,629,34.0055744666,-84.3217095248
1640,"985 Lake Ridge CT Roswell, GA 30076",Jamel Preston,male,23,401,34.0088537994,-84.3232444826
1641,"1195 Cedar Knoll DR Roswell, GA 30076",Sindy Estes,female,59,100,34.0078673358,-84.3289008315
1642,"671 Lake Ridge CT Roswell, GA 30076",Rob Hopkins,male,16,75,34.0085722731,-84.3242941559
1643,"916 Lake Ridge CT Roswell, GA 30076",Lashawnda Travis,female,63,40,34.0089288593,-84.3235195907
1644,"9215 N Lake DR Roswell, GA 30076",Holley Holloway,female,26,308,34.0054290426,-84.3273014996
1645,"846 Lake Ridge CT Roswell, GA 30076",Ilana Melton,female,49,388,34.0089318047,-84.323794266
1646,"1103 Martin Ridge RD Roswell, GA 30076",Keenan Peters,male,27,588,34.0074283685,-84.3229676295
1647,"1741 Cedar Knoll CIR Roswell, GA 30076",Marc Rose,male,48,378,34.0093459721,-84.3291127802
1648,"180 Cedar Knoll CT Roswell, GA 30076",Leon Woods,male,66,454,34.0081181025,-84.3286992891
1649,"9509 Hillside DR Roswell, GA 30076",Sammy Lott,female,37,55,34.0120799057,-84.3211009228
1650,"1116 Cedar Knoll DR Roswell, GA 30076",Mark Morse,male,45,537,34.0077112802,-84.3288798241
1651,"200 Cedar Knoll CT Roswell, GA 30076",Eilene Bailey,female,18,64,34.008430902,-84.3285041173
1652,"2439 Cedar Knoll CIR Roswell, GA 30076",Corie Jefferson,female,11,400,34.0098436534,-84.3278550545
1653,"1137 Martin Ridge RD Roswell, GA 30076",Edra Calhoun,female,5,580,34.0080628461,-84.3219729463
1654,"422 Cedar Knoll CT Roswell, GA 30076",Darcey Dunlap,female,30,456,34.0083313,-84.3284311859
1655,"576 Lake Ridge CT Roswell, GA 30076",Arnold Romero,male,31,79,34.0084102325,-84.3245428019
1656,"1523 Cedar Knoll DR Roswell, GA 30076",Gerardo Slater,male,30,616,34.008904809,-84.3290508124
1657,"918 Lake Ridge CT Roswell, GA 30076",Tawny Hardin,female,54,340,34.0089282708,-84.3235122344
1658,"1110 Martin Ridge RD Roswell, GA 30076",Violette Hardy,female,58,468,34.0077382584,-84.3225592774
1659,"9633 Hillside DR Roswell, GA 30076",Darren Booker,male,14,421,34.0142378128,-84.3201044979
1660,"643 Lake Ridge CT Roswell, GA 30076",Lanelle Hyde,female,60,427,34.0085093953,-84.3243648933
1661,"4036 Cedar Knoll CIR Roswell, GA 30076",Sabine Brooks,female,21,215,34.0096951509,-84.3281273131
1662,"9407 N Lake DR Roswell, GA 30076",Pat Weeks,male,52,297,34.0078380868,-84.3259084729
1663,"1193 Cedar Knoll DR Roswell, GA 30076",Shonta Daniels,female,7,665,34.0078633851,-84.3289002997
1664,"672 Lake Ridge CT Roswell, GA 30076",Joselyn Smith,female,19,305,34.0085745187,-84.3242916296
1665,"306 Quail RUN Roswell, GA 30076",Mel Camacho,male,44,664,34.0084522578,-84.3140839529
1666,"1545 Cedar Knoll DR Roswell, GA 30076",Mauro Sanders,male,52,326,34.0089316228,-84.3290072594
1667,"1448 Cedar Knoll DR Roswell, GA 30076",Refugio Benjamin,male,34,365,34.0087259353,-84.3292423292
1668,"1006 Cedar Knoll DR Roswell, GA 30076",Cher Sloan,female,18,525,34.0074872085,-84.328733601
1669,"3049 Cedar Knoll DR Roswell, GA 30076",Mack Glass,male,51,550,34.0094228859,-84.3266239593
1670,"9223 N Lake DR Roswell, GA 30076",Armando Maldonado,male,68,361,34.0055386355,-84.3273865478
1671,"1882 Cedar Knoll CIR Roswell, GA 30076",Ceola Beck,female,53,1021,34.0096581577,-84.3290245284
1672,"2141 Cedar Knoll CIR Roswell, GA 30076",Devorah Shannon,female,23,406,34.0098305224,-84.3284885189
1673,"3821 Cedar Knoll CIR Roswell, GA 30076",Edris Mcfarland,female,54,361,34.0092908923,-84.3289548628
1674,"3970 Cedar Knoll CIR Roswell, GA 30076",Yi Albert,female,64,318,34.0096945226,-84.3285565358
1675,"1 Pine Island CT Roswell, GA 30076",Tova Hale,female,55,56,34.0073323908,-84.3266931264
1676,"3604 Cedar Knoll DR Roswell, GA 30076",Efrain Osborne,male,5,223,34.0092077063,-84.3282373606
1677,"4235 Cedar Knoll CIR Roswell, GA 30076",Jeffery Walton,male,19,125,34.0094227085,-84.3273699514
1678,"800 Greenvine TRCE Roswell, GA 30076",Luigi Guerra,male,56,527,34.0149272992,-84.3188748916
1679,"2748 Cedar Knoll DR Roswell, GA 30076",Shantelle Hancock,female,54,610,34.0093408446,-84.3270437762
1680,"1933 Cedar Knoll CIR Roswell, GA 30076",Thurman Berger,male,12,375,34.0097162679,-84.3289402686
1681,"1897 Cedar Knoll CIR Roswell, GA 30076",Dallas Hutchinson,male,61,895,34.0096752489,-84.3289997461
1682,"3207 Cedar Knoll DR Roswell, GA 30076",Priscila Wood,female,57,577,34.0092417778,-84.3269444401
1683,"829 Cedar Knoll DR Roswell, GA 30076",Aron Miranda,male,21,397,34.0075796884,-84.328647951
1684,"1336 Northshore DR Roswell, GA 30076",Verena Gaines,female,63,528,34.0068144405,-84.3216116484
1685,"3603 Cedar Knoll DR Roswell, GA 30076",Rebbeca Gamble,female,60,117,34.0092072693,-84.3282343609
1686,"3819 Cedar Knoll CIR Roswell, GA 30076",Leif Barrett,male,63,152,34.0092833388,-84.3289456907
1687,"1239 Martin Ridge RD Roswell, GA 30076",Lourie Sykes,female,59,110,34.0095000416,-84.3207318769
1688,"3177 Cedar Knoll DR Roswell, GA 30076",Eusebia Benton,female,61,542,34.0092721712,-84.3268817538
1689,"1021 Northshore DR Roswell, GA 30076",Florance Guy,female,62,715,34.0048906278,-84.3273669059
1690,"1205 Northshore DR Roswell, GA 30076",Cortez Stephens,male,48,464,34.0048780424,-84.3221445931
1691,"1740 Cedar Knoll CIR Roswell, GA 30076",Natisha Turner,female,46,357,34.0093442872,-84.3291120673
1692,"1036 Cedar Knoll DR Roswell, GA 30076",Bo Pitts,male,55,221,34.0075309776,-84.3287822334
1693,"595 Lake Ridge CT Roswell, GA 30076",Usha Ware,female,65,384,34.0084211547,-84.3244944249
1694,"1342 Northshore DR Roswell, GA 30076",Marni Winters,female,67,419,34.0069602321,-84.3216288659
1695,"3225 Cedar Knoll DR Roswell, GA 30076",Sarai England,female,50,678,34.0092235418,-84.3269820519
1696,"1241 Cedar Knoll DR Roswell, GA 30076",Leeanne Hobbs,female,12,374,34.0081424729,-84.3288853761
1697,"1234 Martin Ridge RD Roswell, GA 30076",Nathanael Blankenship,male,35,59,34.0093953911,-84.3208388258
1698,"3068 Cedar Knoll DR Roswell, GA 30076",Criselda Barton,female,31,764,34.0094009131,-84.3266615666
1699,"1203 Lake Ridge CT Roswell, GA 30076",Bud Kane,male,21,239,34.0087511148,-84.3239237341
1700,"1813 Cedar Knoll CIR Roswell, GA 30076",Rikki Matthews,female,28,789,34.0095249162,-84.3291072213
1701,"1 Sweetwood CT Roswell, GA 30076",Trent Richmond,male,43,523,34.010872608,-84.3231478171
1702,"345 Quail RUN Roswell, GA 30076",Solomon Sargent,male,28,855,34.0088694864,-84.3141473954
1703,"9401 N Lake DR Roswell, GA 30076",David Ferguson,male,22,479,34.007776465,-84.3259598244
1704,"630 Lake Ridge CT Roswell, GA 30076",Archie Berg,male,40,458,34.0084884627,-84.3243934628
1705,"9413 Hillside DR Roswell, GA 30076",Merri Ayala,female,28,287,34.0105966143,-84.3210324931
1706,"372 Cedar Knoll CT Roswell, GA 30076",Shera Rush,female,22,972,34.0083345673,-84.3285474261
1707,"1107 Cedar Knoll DR Roswell, GA 30076",Arianna Cleveland,female,36,560,34.0076732243,-84.3288709639
1708,"1225 Lake Ridge CT Roswell, GA 30076",Regenia Mckinney,female,35,281,34.0087257099,-84.3239774846
1709,"2109 Cedar Knoll CIR Roswell, GA 30076",Roscoe Mullen,male,54,138,34.0098325109,-84.3285571216
1710,"791 Lake Ridge CT Roswell, GA 30076",Rolf Morin,male,37,231,34.0088661695,-84.3239953288
1711,"4142 Cedar Knoll CIR Roswell, GA 30076",Jarred Poole,male,11,701,34.0096102878,-84.3275165724
1712,"1208 Northshore DR Roswell, GA 30076",Harrison Berger,male,7,122,34.0048523033,-84.3230218868
1713,"1238 Northshore DR Roswell, GA 30076",Lance Ruiz,male,47,298,34.0049609062,-84.3222253682
1714,"710 Lake Ridge CT Roswell, GA 30076",Alec Martin,male,35,682,34.0086593056,-84.3242159097
1715,"631 Lake Ridge CT Roswell, GA 30076",Charlott Simpson,female,25,373,34.0084903858,-84.3243905782
1716,"3122 Cedar Knoll DR Roswell, GA 30076",Maire Hays,female,22,499,34.009338464,-84.3267684506
1717,"1225 Cedar Knoll DR Roswell, GA 30076",Leonarda Gould,female,48,88,34.008097074,-84.3288619887
1718,"401 Cedar Knoll CT Roswell, GA 30076",Scarlet Haynes,female,22,165,34.0083575067,-84.3284270166
1719,"2338 Cedar Knoll CIR Roswell, GA 30076",Winter Trevino,female,42,60,34.009834587,-84.3280699094
1720,"9500 Hillside DR Roswell, GA 30076",Erwin Chaney,male,24,487,34.0115951524,-84.3213349781
1721,"343 Cedar Knoll CT Roswell, GA 30076",Loni Mclean,female,44,490,34.0082859898,-84.3285551544
1722,"9426 Hillside DR Roswell, GA 30076",Akilah David,female,38,537,34.0107137373,-84.3212126269
1723,"952 Lake Ridge CT Roswell, GA 30076",Daron Gibbs,male,67,174,34.0089182663,-84.3233871772
1724,"9724 Hillside DR Roswell, GA 30076",Neda Hayden,female,24,276,34.0150340778,-84.3184778125
1725,"2303 Cedar Knoll CIR Roswell, GA 30076",Tad Patterson,male,43,529,34.0098326628,-84.3281449536
1726,"559 Lake Ridge CT Roswell, GA 30076",Arvilla Byrd,female,37,296,34.0083923815,-84.3246018475
1727,"901 Cedar Knoll DR Roswell, GA 30076",Louie Summers,female,49,317,34.0073926088,-84.3284711931
1728,"3146 Cedar Knoll DR Roswell, GA 30076",Bryon Henry,male,27,374,34.0093107089,-84.3268159546
1729,"968 Cedar Knoll DR Roswell, GA 30076",Darin Aguilar,male,28,490,34.0074314034,-84.3286448872
1730,"890 Lake Ridge CT Roswell, GA 30076",Halley Rollins,female,43,499,34.0089365099,-84.3236152226
1731,"3037 Cedar Knoll DR Roswell, GA 30076",Fred Haley,male,16,420,34.0094367635,-84.3266002073
1732,"568 Lake Ridge CT Roswell, GA 30076",Paz King,female,12,140,34.0084018321,-84.3245705881
1733,"1799 Cedar Knoll CIR Roswell, GA 30076",Romana Luna,female,28,74,34.0094723769,-84.3291169365
1734,"737 Lake Ridge CT Roswell, GA 30076",Sherell Wallace,female,57,587,34.0087290402,-84.3241616717
1735,"3130 Cedar Knoll DR Roswell, GA 30076",Fransisca Harper,female,48,146,34.0093292123,-84.3267842852
1736,"1233 Northshore DR Roswell, GA 30076",Laurice Espinoza,female,21,212,34.0048101268,-84.3222851481
1737,"2781 Cedar Knoll DR Roswell, GA 30076",Rickey Marsh,male,54,346,34.0093910776,-84.3269401706
1738,"1338 Lake Ridge CT Roswell, GA 30076",Alfonso Weeks,male,46,428,34.0084569605,-84.3242339563
1739,"4045 Cedar Knoll CIR Roswell, GA 30076",Vanda Webster,female,36,633,,
1740,"3356 Cedar Knoll DR Roswell, GA 30076",Tomika Bonner,female,39,466,34.0091083023,-84.3274856687
1741,"1138 Martin Ridge RD Roswell, GA 30076",Joesph Delacruz,male,48,955,34.008356797,-84.3216642303
1742,"124 Cedar Knoll CT Roswell, GA 30076",Dee Barnett,male,33,461,34.0080624236,-84.3287911592
1743,"9230 N Lake DR Roswell, GA 30076",Love Key,female,20,812,34.0055982864,-84.3275629946
1744,"912 Cedar Knoll DR Roswell, GA 30076",Kaci Langley,female,66,378,34.0073952156,-84.328497261
1745,"2047 Cedar Knoll CIR Roswell, GA 30076",Merle Graham,male,69,418,34.0098229949,-84.3287162391
1746,"1050 Martin Ridge RD Roswell, GA 30076",Jeffrey Stokes,male,20,388,34.0079274785,-84.3245749398
1747,"1941 Cedar Knoll CIR Roswell, GA 30076",Kenton Snyder,male,36,295,34.0097253832,-84.3289270514
1748,"1047 Lake Ridge CT Roswell, GA 30076",Virgil Burton,male,68,258,34.0087804267,-84.3233914849
1749,"1715 Cedar Knoll CIR Roswell, GA 30076",Kasha Holloway,female,53,457,34.0093021646,-84.3290942462
1750,"2132 Cedar Knoll CIR Roswell, GA 30076",Tristan Douglas,female,31,247,34.0098310817,-84.3285078134
1751,"1731 Cedar Knoll CIR Roswell, GA 30076",Johna Chan,female,41,145,34.009329123,-84.3291056517
1752,"431 Cedar Knoll CT Roswell, GA 30076",Reginald Daugherty,male,7,549,34.0083200686,-84.3284329727
1753,"620 Lake Ridge CT Roswell, GA 30076",Alfred Monroe,male,30,493,34.0084692318,-84.3244223091
1754,"1519 Cedar Knoll DR Roswell, GA 30076",Irving Lang,male,26,478,34.0088935221,-84.3290568321
1755,"1223 Northshore DR Roswell, GA 30076",Refugio Craft,male,38,492,34.004784016,-84.3225465367
1756,"150 Teal CT Roswell, GA 30076",Cyril Kidd,male,56,253,34.0098431527,-84.3156262787
1757,"243 Quail RUN Roswell, GA 30076",Bernetta O'neal,female,13,402,34.0084471951,-84.3151581863
1758,"608 Lake Ridge CT Roswell, GA 30076",Tawna Camacho,female,28,640,34.0084461548,-84.3244569247
1759,"9336 Martins Lake DR Roswell, GA 30076",Jed Newman,male,18,668,34.0047532012,-84.3255185645
1760,"633 Lake Ridge CT Roswell, GA 30076",Joey Morrow,male,16,433,34.008494232,-84.3243848089
1761,"1146 Martin Ridge RD Roswell, GA 30076",Jamee Fuentes,female,56,375,34.0084096891,-84.3215515412
1762,"1041 Northshore DR Roswell, GA 30076",Yong Richard,male,36,595,34.0052521402,-84.3268963559
1763,"1039 Northshore DR Roswell, GA 30076",Mauricio Juarez,male,5,407,34.0052041728,-84.3269588588
1764,"1940 Cedar Knoll CIR Roswell, GA 30076",Abel Watson,male,22,719,34.0097242438,-84.3289287036
1765,"9440 N Lake DR Roswell, GA 30076",Berenice Leonard,female,25,179,34.0082860818,-84.3258087707
1766,"1827 Cedar Knoll CIR Roswell, GA 30076",Rex Rodgers,male,34,383,34.009547714,-84.3290948725
1767,"1510 Cedar Knoll DR Roswell, GA 30076",Mirella Abbott,female,15,249,34.0089269395,-84.329173855
1768,"3959 Cedar Knoll CIR Roswell, GA 30076",Delisa Blanchard,female,56,439,34.0096965778,-84.3286274401
1769,"522 Lake Ridge CT Roswell, GA 30076",Deedee Buckley,female,34,491,34.0083535293,-84.3247303587
1770,"836 Lake Ridge CT Roswell, GA 30076",Laure Wise,female,9,256,34.0089248386,-84.3238302576
1771,"932 Lake Ridge CT Roswell, GA 30076",Kym Roman,female,33,533,34.0089241513,-84.3234607403
1772,"136 Cedar Knoll CT Roswell, GA 30076",Sherill Jacobson,female,22,111,34.0080743548,-84.3287714728
1773,"797 Lake Ridge CT Roswell, GA 30076",Brendan Mcclure,male,63,43,34.0088743853,-84.3239754742
1774,"3400 Cedar Knoll DR Roswell, GA 30076",Major Carson,male,42,559,34.0091556927,-84.3275744578
1775,"1427 Martin RD Roswell, GA 30076",Gia Hewitt,female,55,361,34.0102173326,-84.3192614347
1776,"3931 Cedar Knoll CIR Roswell, GA 30076",Carmine Landry,male,29,123,34.0096571284,-84.3287664664
1777,"1239 Northshore DR Roswell, GA 30076",Abraham Maldonado,male,7,180,34.0048423913,-84.3221249691
1778,"3243 Cedar Knoll DR Roswell, GA 30076",Oren Charles,male,39,252,34.0092053058,-84.3270196637
1779,"9634 Hillside DR Roswell, GA 30076",Celine Vance,female,37,96,34.0142909601,-84.3202114061
1780,"2039 Cedar Knoll CIR Roswell, GA 30076",Devorah Armstrong,female,45,667,34.0098165764,-84.3287315721
1781,"2933 Cedar Knoll DR Roswell, GA 30076",Vernon Horn,male,48,70,34.0104281715,-84.3250045192
1782,"2089 Cedar Knoll CIR Roswell, GA 30076",Ashley Lowe,male,16,78,34.0098337537,-84.3285999984
1783,"171 Cedar Knoll CT Roswell, GA 30076",Shae Decker,female,59,525,34.0081091541,-84.328714054
1784,"1513 Cedar Knoll DR Roswell, GA 30076",Taren Moore,female,50,483,34.0088765918,-84.3290658616
1785,"9674 Hillside DR Roswell, GA 30076",Deandre Alford,male,49,76,34.0149993038,-84.3196192582
1786,"714 Lake Ridge CT Roswell, GA 30076",Carlo Hawkins,male,5,346,34.0086696367,-84.3242078744
1787,"554 Lake Ridge CT Roswell, GA 30076",Gwenn Mendoza,female,24,425,34.0083871312,-84.3246192139
1788,"558 Lake Ridge CT Roswell, GA 30076",Glenn Baxter,male,14,563,34.0083913315,-84.3246053208
1789,"2082 Cedar Knoll CIR Roswell, GA 30076",Neal Hatfield,male,60,241,34.0098341887,-84.3286150052
1790,"1224 Martin Ridge RD Roswell, GA 30076",Clemente Cabrera,male,53,258,34.0092490628,-84.3208318578
1791,"2407 Cedar Knoll CIR Roswell, GA 30076",Ellis Gardner,male,47,226,34.0098403899,-84.3279235869
1792,"4209 Cedar Knoll CIR Roswell, GA 30076",Nisha Black,female,46,469,34.0094759893,-84.3274015391
1793,"1139 Lake Ridge CT Roswell, GA 30076",Ron Dejesus,male,23,190,34.0088082078,-84.3237126697
1794,"1600 Cedar Knoll CIR Roswell, GA 30076",Joe Mcbride,male,61,497,34.0093026675,-84.3290596398
1795,"9321 N Lake DR Roswell, GA 30076",Elvin Holmes,male,38,608,34.0070625108,-84.3271275156
1796,"100 Hillside LN Roswell, GA 30076",Lupe Hernandez,male,66,294,34.0110407971,-84.3210375293
1797,"1108 Northshore DR Roswell, GA 30076",Madie Morales,female,57,350,34.0057668555,-84.3251204642
1798,"1786 Cedar Knoll CIR Roswell, GA 30076",Bree Chen,female,40,411,34.0094491534,-84.3291169365
1799,"1806 Cedar Knoll CIR Roswell, GA 30076",Detra Cleveland,female,61,460,34.0094848819,-84.3291169365
1800,"1160 Martin Ridge RD Roswell, GA 30076",Mitch Berry,male,36,429,34.0086910747,-84.3209438818
1801,"507 Cedar Knoll CT Roswell, GA 30076",Anneliese Justice,female,27,126,34.0082252252,-84.3284480614
1802,"675 Cedar Knoll CT Roswell, GA 30076",Maxwell Boyd,male,62,279,34.0080188824,-84.3286113859
1803,"1063 Northshore DR Roswell, GA 30076",Donovan Hayes,male,35,351,34.0055414927,-84.3261694092
1804,"283 Cedar Knoll CT Roswell, GA 30076",Emmett Evans,male,42,675,34.0081844876,-84.3285704143
1805,"1232 Cedar Knoll DR Roswell, GA 30076",Ellis Wilkerson,female,51,270,34.00806539,-84.3289792503
1806,"1778 Cedar Knoll CIR Roswell, GA 30076",Bruce Johnson,male,8,716,34.0094348619,-84.3291169365
1807,"1056 Northshore DR Roswell, GA 30076",Digna Price,female,11,246,34.0055936062,-84.3265658355
1808,"3446 Cedar Knoll DR Roswell, GA 30076",Mistie Lowe,female,24,484,34.009138653,-84.3277634037
1809,"1 Martin Point CT Roswell, GA 30076",Whitney Moran,male,56,210,34.0075674738,-84.3240787994
1810,"382 Cedar Knoll CT Roswell, GA 30076",Macy Whitehead,female,52,330,34.0083513182,-84.3285447612
1811,"9343 N Lake DR Roswell, GA 30076",Jesus Wells,male,60,401,34.0072757714,-84.3268085837
1812,"4227 Cedar Knoll CIR Roswell, GA 30076",Shu Jenkins,female,38,450,34.0094303179,-84.3273746735
1813,"515 Lake Ridge CT Roswell, GA 30076",Earnest Griffin,male,50,643,34.0083461789,-84.3247546716
1814,"1928 Cedar Knoll CIR Roswell, GA 30076",Shelby Hamilton,male,25,700,34.0097105708,-84.3289485294
1815,"708 Lake Ridge CT Roswell, GA 30076",Tony Graves,male,44,291,34.0086541401,-84.3242199273
1816,"3298 Cedar Knoll DR Roswell, GA 30076",Kevin Gross,male,14,244,34.009163056,-84.3271553375
1817,"9248 N Lake DR Roswell, GA 30076",Clarine Gibbs,female,15,208,34.0059163239,-84.3276679365
1818,"1342 Cedar Knoll DR Roswell, GA 30076",Drucilla Rivers,female,31,132,34.0083775074,-84.3291400381
1819,"1203 Cedar Knoll DR Roswell, GA 30076",Pedro Atkins,male,5,373,34.0080346505,-84.3288298312
1820,"900 Lake Ridge CT Roswell, GA 30076",Shaunta Prince,female,28,691,34.0087729015,-84.3231951902
1821,"748 Cedar Knoll DR Roswell, GA 30076",Aurore Shields,female,9,523,34.0077481386,-84.3287685592
1822,"3240 Cedar Knoll DR Roswell, GA 30076",Gavin Warren,male,44,485,34.0092083451,-84.3270133951
1823,"222 Quail RUN Roswell, GA 30076",Collen Flowers,female,18,680,34.0092426212,-84.3151792983
1824,"3086 Cedar Knoll DR Roswell, GA 30076",Jarrett Randall,male,50,278,34.0093800967,-84.3266971946
1825,"683 Lake Ridge CT Roswell, GA 30076",Jodee Henderson,female,33,510,34.0085895711,-84.3242701477
1826,"1214 Lake Ridge CT Roswell, GA 30076",Antoine Gordon,male,50,270,34.0087359921,-84.3239602805
1827,"722 Cedar Knoll DR Roswell, GA 30076",Margurite Walls,female,69,599,34.0078253078,-84.3287789474
1828,"1040 Lake Ridge CT Roswell, GA 30076",Else Salinas,female,31,483,34.0087778266,-84.3233873574
1829,"745 Lake Ridge CT Roswell, GA 30076",Cayla Simon,female,60,192,34.0087497023,-84.3241456012
1830,"908 Cedar Knoll DR Roswell, GA 30076",Tommy Schroeder,male,18,70,34.0073942677,-84.3284877818
1831,"153 Teal CT Roswell, GA 30076",Faviola Doyle,female,26,330,34.0098326155,-84.3160263551
1832,"3199 Cedar Knoll DR Roswell, GA 30076",Clement West,male,50,279,34.0092498827,-84.3269277238
1833,"1719 Cedar Knoll CIR Roswell, GA 30076",Keith Sargent,female,19,490,34.0093089042,-84.3290970976
1834,"2054 Cedar Knoll CIR Roswell, GA 30076",Monroe Fuentes,male,56,624,34.009828611,-84.3287028227
1835,"3439 Cedar Knoll DR Roswell, GA 30076",Janae Michael,female,36,437,34.0091355937,-84.3277424056
1836,"1036 Martin Ridge RD Roswell, GA 30076",Jame Kim,female,26,470,34.0085398937,-84.3248965293
1837,"1962 Cedar Knoll CIR Roswell, GA 30076",Christinia Glenn,female,44,182,34.0097547988,-84.3288791521
1838,"1165 Martin Ridge RD Roswell, GA 30076",Garland Lee,male,19,610,34.0086171279,-84.3209431575
1839,"279 Quail RUN Roswell, GA 30076",Valentine Tate,female,53,368,34.0084506217,-84.3138359851
1840,"512 Cedar Knoll CT Roswell, GA 30076",Tesha Blair,female,38,466,34.0082189855,-84.3284490541
1841,"9349 N Lake DR Roswell, GA 30076",Darnell French,male,50,124,34.0073217009,-84.3266972929
1842,"3138 Cedar Knoll DR Roswell, GA 30076",Tracee Harris,female,21,202,34.0093199606,-84.3268001199
1843,"1073 Martin Ridge RD Roswell, GA 30076",Ezra Ward,male,56,58,34.007623227,-84.3242142792
1844,"3349 Cedar Knoll DR Roswell, GA 30076",Ricardo Daniels,male,41,544,34.0091071826,-84.3274643941
1845,"3205 Cedar Knoll DR Roswell, GA 30076",Pasquale Clemons,male,42,385,34.009243804,-84.326940261
1846,"3846 Cedar Knoll CIR Roswell, GA 30076",Shenna Zamora,female,63,667,34.009387274,-84.3290025162
1847,"3022 Cedar Knoll DR Roswell, GA 30076",Milagro Silva,female,49,545,34.0094541104,-84.3265705173
1848,"3124 Cedar Knoll DR Roswell, GA 30076",Monet Flores,female,67,243,34.0093361511,-84.3267724092
1849,"1913 Cedar Knoll CIR Roswell, GA 30076",Eustolia Lambert,female,43,407,34.0096934795,-84.3289733117
1850,"1318 Northshore DR Roswell, GA 30076",Domenic Poole,male,57,157,34.0064473726,-84.3215527354
1851,"248 Teal CT Roswell, GA 30076",Lucio Rosa,male,45,277,34.0099048607,-84.3154852317
1852,"307 Quail RUN Roswell, GA 30076",Jasper Stark,male,42,888,34.0084506217,-84.3138359851
