Address,Name,Gender,Age,Average Dollar,Coordinates,Latitude,Longitude
"8007 Parker PL Roswell, GA 30076",Izetta Gates,female,31,426,,,
"8085 Parker PL Roswell, GA 30076",Frank Carr,male,42,401,,,
"1225 Falstaff DR Roswell, GA 30076",Alejandro Smith,male,20,590,,,
"8543 Parker PL Roswell, GA 30076",Agustin Mendoza,male,53,490,,,
"128 Houze WAY Roswell, GA 30076",Tyree Velazquez,male,69,550,,,
"8339 Parker PL Roswell, GA 30076",Wilmer Stewart,male,56,495,,,
"126 Bent Grass DR Roswell, GA 30076",Kelsie Rios,female,59,111,,,
"8056 Parker PL Roswell, GA 30076",Val Espinoza,female,50,80,,,
"3011 Lancaster SQ Roswell, GA 30076",Shaunta Pace,female,34,614,,,
"18 Houze WAY Roswell, GA 30076",Misha Melton,female,10,620,,,
"117 Bent Grass DR Roswell, GA 30076",Tod Singleton,male,49,220,,,
"548 Houze WAY Roswell, GA 30076",Zenobia Hampton,female,32,664,,,
"827 Windsor TRL Roswell, GA 30076",Barrett Rocha,male,55,164,,,
"848 Windsor TRL Roswell, GA 30076",Arcelia Johnson,female,59,304,,,
"2038 Lancaster SQ Roswell, GA 30076",Shawnna Boyer,female,46,569,,,
"8092 Parker PL Roswell, GA 30076",Yuk Douglas,female,33,630,,,
"514 Houze WAY Roswell, GA 30076",Marcus Gates,male,19,622,,,
"833 Windsor TRL Roswell, GA 30076",Refugio Mullins,male,8,140,,,
"304 Bent Grass DR Roswell, GA 30076",Noella Griffin,female,56,317,,,
"8640 Parker PL Roswell, GA 30076",Bob Medina,male,36,338,,,
"504 Houze WAY Roswell, GA 30076",Sherise Franks,female,38,323,,,
"428 Robin CT Roswell, GA 30076",Ngoc Buckner,female,50,569,,,
"333 Robin CT Roswell, GA 30076",Chase Page,male,38,145,,,
"8365 Parker PL Roswell, GA 30076",Lynwood Dalton,male,64,907,,,
"938 Windsor TRL Roswell, GA 30076",Kristel Fields,female,21,729,,,
"326 Crossville CT Roswell, GA 30076",Ruben Miles,male,50,516,,,
"1174 Falstaff DR Roswell, GA 30076",Gilbert Juarez,male,49,251,,,
"1208 Falstaff DR Roswell, GA 30076",Damon Ramos,male,28,554,,,
"924 Windsor TRL Roswell, GA 30076",Heath Whitfield,male,33,486,,,
"2001 Lancaster SQ Roswell, GA 30076",Buck Rush,male,25,312,,,
"8169 Parker PL Roswell, GA 30076",Gwenn Hoffman,female,17,487,,,
"441 Robin CT Roswell, GA 30076",Elfrieda Nelson,female,5,320,,,
"242 Bent Grass DR Roswell, GA 30076",Perry Diaz,male,65,422,,,
"1232 Falstaff DR Roswell, GA 30076",Loida Beach,female,47,297,,,
"8348 Parker PL Roswell, GA 30076",Jacinda Jordan,female,8,499,,,
"408 Putting Green LN Roswell, GA 30076",Jesse Mercer,male,25,140,,,
"223 Houze WAY Roswell, GA 30076",Vern Levy,male,55,108,,,
"521 Houze WAY Roswell, GA 30076",Meghann Coleman,female,22,332,,,
"1224 Falstaff DR Roswell, GA 30076",Beatris Chandler,female,46,334,,,
"612 Houze WAY Roswell, GA 30076",Larisa Byrd,female,31,408,,,
"8245 Parker PL Roswell, GA 30076",Micheal Houston,female,61,364,,,
"303 Bent Grass DR Roswell, GA 30076",Raleigh Forbes,male,64,436,,,
"600 Macy DR Roswell, GA 30076",Michale Hensley,male,38,524,,,
"420 Houze WAY Roswell, GA 30076",Michale Alford,male,47,687,,,
"346 Barkshire LN Roswell, GA 30076",Cecil Ball,male,19,589,,,
"1200 Falstaff DR Roswell, GA 30076",Morgan Burks,male,33,480,,,
"815 Windsor TRL Roswell, GA 30076",Jared Stevens,male,43,283,,,
"826 Windsor TRL Roswell, GA 30076",Tyson Huffman,male,34,272,,,
"8632 Parker PL Roswell, GA 30076",Zulma Meyer,female,40,476,,,
"1024 Lancaster SQ Roswell, GA 30076",Brice Daniel,male,58,245,,,
"223 Bent Grass DR Roswell, GA 30076",Takisha Carroll,female,6,218,,,
"221 Houze WAY Roswell, GA 30076",Tashina Shields,female,51,312,,,
"8355 Parker PL Roswell, GA 30076",Nathanial Moreno,male,24,417,,,
"307 Houze WAY Roswell, GA 30076",Helaine Rutledge,female,11,645,,,
"823 Windsor TRL Roswell, GA 30076",Frederic Harmon,male,12,118,,,
"1207 Falstaff DR Roswell, GA 30076",Clifton Burch,male,29,291,,,
"322 Crossville CT Roswell, GA 30076",Gaston Langley,male,23,207,,,
"118 Houze WAY Roswell, GA 30076",Marc Harding,male,35,378,,,
"1112 Falstaff DR Roswell, GA 30076",Kittie Pope,female,45,652,,,
"8091 Parker PL Roswell, GA 30076",Khalilah Drake,female,25,755,,,
"300 Barkshire LN Roswell, GA 30076",Lakenya Vaughan,female,28,176,,,
"328 Houze WAY Roswell, GA 30076",Otha Massey,male,6,222,,,
"8010 Parker PL Roswell, GA 30076",Youlanda Head,female,17,851,,,
"833 Saddle Ridge TRCE Roswell, GA 30076",Carson Tanner,male,7,240,,,
"731 Rounsaville RD Roswell, GA 30076",Paz Bernard,female,26,420,,,
"1000 Saddle Lake CT Roswell, GA 30076",Hermine Moses,female,36,150,,,
"218 Saddle Horn CIR Roswell, GA 30076",Granville Garrison,male,59,158,,,
"100 Canter CT Roswell, GA 30076",Trang Velazquez,female,65,271,,,
"800 Saddle Ridge CT Roswell, GA 30076",Sebastian Dudley,male,15,479,,,
"530 Saddle Creek DR Roswell, GA 30076",Shawanda Pena,female,53,247,,,
"839 Saddle Ridge TRCE Roswell, GA 30076",Wilbur Leach,male,13,252,,,
"403 Saddle Horn CIR Roswell, GA 30076",Leonida Bowers,female,53,665,,,
"919 Saddle Ridge TRCE Roswell, GA 30076",Valentine Merrill,female,64,366,,,
"8602 Hope Vine Roswell, GA 30076",Brain Forbes,male,32,325,,,
"404 Saddle Creek DR Roswell, GA 30076",Jc Chan,male,5,351,,,
"210 Saddle Horn CIR Roswell, GA 30076",Simon Padilla,male,55,91,,,
"642 Rounsaville RD Roswell, GA 30076",Muoi Grant,female,13,392,,,
"102 Rounsaville CT Roswell, GA 30076",Randell Lynn,male,67,107,,,
"100 Hunters Ridge CT Roswell, GA 30076",Isaias Snow,male,19,265,,,
"348 Saddle Creek LN Roswell, GA 30076",Carlo Ross,male,30,90,,,
"126 Harness TRL Roswell, GA 30076",Kindra Wilkins,female,12,306,,,
"901 Saddle Ridge TRCE Roswell, GA 30076",Luciano Watts,male,34,731,,,
"429 Saddle Lake DR Roswell, GA 30076",Rigoberto Galloway,male,6,388,,,
"446 Saddle Lake DR Roswell, GA 30076",Lady Munoz,female,24,573,,,
"731 Saddle Ridge TRCE Roswell, GA 30076",Edmundo Bryan,male,26,311,,,
"702 Saddle Ridge TRCE Roswell, GA 30076",Ethan Flynn,male,48,472,,,
"640 Rounsaville RD Roswell, GA 30076",Walter Wilkins,male,46,636,,,
"527 Saddle Creek DR Roswell, GA 30076",Rosendo French,male,51,331,,,
"830 Saddle Ridge TRCE Roswell, GA 30076",Rogelio Head,male,53,143,,,
"313 Saddle Creek DR Roswell, GA 30076",Freddy Waters,male,13,300,,,
"100 Bridle Trail CT Roswell, GA 30076",Ignacia Green,female,40,378,,,
"249 Hedge Row HOLW Roswell, GA 30076",Dylan Porter,male,51,559,,,
"148 Rounsaville CT Roswell, GA 30076",Laurice Cooke,female,22,207,,,
"534 Saddle Lake DR Roswell, GA 30076",Donny Cantrell,male,37,552,,,
"134 Saddle Lake DR Roswell, GA 30076",Andreas Davidson,male,48,181,,,
"629 Saddle Ridge TRCE Roswell, GA 30076",Shaneka Mcfarland,female,45,578,,,
"113 Saddle Creek DR Roswell, GA 30076",Austin Booker,male,18,322,,,
"168 Glenclairn CT Roswell, GA 30076",Krissy Wise,female,38,74,,,
"611 Rounsaville RD Roswell, GA 30076",Demetrius Mcintyre,male,5,511,,,
"118 Saddle Creek DR Roswell, GA 30076",Cornelius Young,male,20,239,,,
"200 Glenclairn CT Roswell, GA 30076",Jules French,male,39,692,,,
"8605 Hope Vine Roswell, GA 30076",Neely Lambert,female,59,341,,,
"725 Saddle Creek CIR Roswell, GA 30076",Gearldine Harris,female,18,214,,,
"103 Saddle Creek DR Roswell, GA 30076",Kareem Young,male,44,182,,,
"8640 Hope Vine Roswell, GA 30076",Harland Lindsay,male,24,553,,,
"112 Rounsaville CT Roswell, GA 30076",Salvatore Moran,male,54,417,,,
"243 Hedge Row HOLW Roswell, GA 30076",Hung Berger,male,50,189,,,
"501 Rounsaville RD Roswell, GA 30076",Arturo Mcfadden,male,38,569,,,
"421 Saddle Creek CIR Roswell, GA 30076",Mireille Melton,female,55,234,,,
"422 Saddle Creek DR Roswell, GA 30076",Afton Savage,female,65,207,,,
"454 Saddle Horn CIR Roswell, GA 30076",Richard Mcpherson,male,17,512,,,
"100 Corral CT Roswell, GA 30076",Taylor Hull,male,43,55,,,
"447 Saddle Lake DR Roswell, GA 30076",Krystin Armstrong,female,13,199,,,
"319 Saddle Creek LN Roswell, GA 30076",Kristel Clemons,female,35,45,,,
"729 Saddle Creek CIR Roswell, GA 30076",Despina Guy,female,16,526,,,
"232 Saddle Horn CIR Roswell, GA 30076",Cathey Mcknight,female,61,176,,,
"424 Saddle Creek DR Roswell, GA 30076",Tanja Downs,female,28,248,,,
"8617 Hope Vine Roswell, GA 30076",Lupe Whitley,male,53,261,,,
"214 Saddle Lake DR Roswell, GA 30076",Gricelda Webb,female,68,128,,,
"633 Saddle Creek CIR Roswell, GA 30076",Kristofer Emerson,male,43,168,,,
"619 Rounsaville RD Roswell, GA 30076",Kelsi Ware,female,24,406,,,
"733 Saddle Ridge TRCE Roswell, GA 30076",Jake Ayala,male,66,239,,,
"245 Saddle Creek DR Roswell, GA 30076",Nolan Mcintyre,male,16,292,,,
"231 Saddle Creek LN Roswell, GA 30076",Melodi Gross,female,48,122,,,
"403 Saddle Creek CIR Roswell, GA 30076",Hayden Hubbard,male,34,177,,,
"639 Saddle Creek CIR Roswell, GA 30076",Ivan Dawson,male,42,654,,,
"222 Hedge Row HOLW Roswell, GA 30076",Randolph Gonzalez,male,63,497,,,
"100 Saddle Creek CT Roswell, GA 30076",Arlen Mccormick,male,42,229,,,
"545 Saddle Creek CIR Roswell, GA 30076",Sheridan Stuart,female,40,339,,,
"717 Saddle Ridge TRCE Roswell, GA 30076",Shannon Diaz,male,53,565,,,
"802 Saddle Ridge TRCE Roswell, GA 30076",Gregory Barnett,male,13,63,,,
"809 Saddle Ridge TRCE Roswell, GA 30076",Francisco Mcmillan,female,8,193,,,
"207 Saddle Creek LN Roswell, GA 30076",Cornelius Buckley,male,13,894,,,
"114 Saddle Lake DR Roswell, GA 30076",Vennie Valentine,female,26,589,,,
"515 Saddle Lake DR Roswell, GA 30076",Margherita Waller,female,21,603,,,
"115 Harness TRL Roswell, GA 30076",Trevor Valenzuela,male,10,116,,,
"407 Saddle Creek CIR Roswell, GA 30076",Sana Sutton,female,24,179,,,
"603 Rounsaville RD Roswell, GA 30076",Cedric Lawson,male,13,271,,,
"524 Rounsaville RD Roswell, GA 30076",Synthia Goodwin,female,17,598,,,
"926 Saddle Ridge TRCE Roswell, GA 30076",Xiao Cantrell,female,46,146,,,
"8649 Hope Vine Roswell, GA 30076",Francina Johnston,female,58,412,,,
"601 Rounsaville RD Roswell, GA 30076",Glinda Delacruz,female,21,428,,,
"221 Saddle Lake DR Roswell, GA 30076",Ta Daniel,female,40,521,,,
"318 Saddle Horn CIR Roswell, GA 30076",Wilfredo Glover,male,63,276,,,
"316 Saddle Creek CIR Roswell, GA 30076",Cheree Lawson,female,25,387,,,
"621 Rounsaville RD Roswell, GA 30076",Gerry Valencia,male,10,426,,,
"726 Saddle Ridge TRCE Roswell, GA 30076",Moises Keith,male,8,336,,,
"617 Saddle Ridge TRCE Roswell, GA 30076",Huong Jacobson,female,25,105,,,
"216 Saddle Lake DR Roswell, GA 30076",Julian Webb,female,14,304,,,
"352 Saddle Lake DR Roswell, GA 30076",Larraine Gardner,female,32,402,,,
"823 Saddle Ridge TRCE Roswell, GA 30076",Garland Shields,male,42,103,,,
"126 Saddle Creek DR Roswell, GA 30076",Dann Woods,female,16,640,,,
"845 Saddle Ridge TRCE Roswell, GA 30076",Apolonia Gallegos,female,59,453,,,
"346 Saddle Creek DR Roswell, GA 30076",Dierdre Harding,female,52,232,,,
"520 Saddle Lake DR Roswell, GA 30076",Laurence Jacobs,female,66,319,,,
"736 Rounsaville RD Roswell, GA 30076",Sari Walsh,female,10,787,,,
"513 Saddle Creek CIR Roswell, GA 30076",Giovanni Burt,male,13,119,,,
"446 Saddle Horn CIR Roswell, GA 30076",Freddie Rhodes,male,46,88,,,
"132 Glenclairn CT Roswell, GA 30076",Zonia Cohen,female,57,181,,,
"615 Rounsaville RD Roswell, GA 30076",Benton Woodard,male,42,86,,,
"302 Saddle Creek DR Roswell, GA 30076",Lacresha Burgess,female,36,334,,,
"141 Saddle Lake DR Roswell, GA 30076",Cathey Moody,female,37,317,,,
"749 Rounsaville RD Roswell, GA 30076",Vania Hardin,female,53,440,,,
"306 Saddle Creek LN Roswell, GA 30076",Heide Armstrong,female,35,598,,,
"524 Saddle Creek CIR Roswell, GA 30076",Noe Hopper,male,42,351,,,
"430 Saddle Lake DR Roswell, GA 30076",Mallie Nixon,female,56,526,,,
"104 Saddle Creek DR Roswell, GA 30076",Lanita Taylor,female,43,116,,,
"605 Rounsaville RD Roswell, GA 30076",Katherin Carlson,female,12,404,,,
"347 Saddle Creek CIR Roswell, GA 30076",Holley Shelton,female,63,106,,,
"427 Saddle Creek CIR Roswell, GA 30076",Van Miller,male,24,371,,,
"329 Saddle Lake DR Roswell, GA 30076",Sheryll Carter,female,8,332,,,
"727 Saddle Ridge TRCE Roswell, GA 30076",Johnie Watkins,male,38,106,,,
"118 Glenclairn CT Roswell, GA 30076",Laci Tyler,female,37,576,,,
"426 Saddle Creek DR Roswell, GA 30076",Gilbert Espinoza,male,59,344,,,
"522 Saddle Lake DR Roswell, GA 30076",Marline Rosario,female,40,264,,,
"742 Saddle Ridge TRCE Roswell, GA 30076",Andreas Welch,male,69,554,,,
"120 Harness TRL Roswell, GA 30076",Raleigh Meyers,male,62,778,,,
"121 Saddle Lake DR Roswell, GA 30076",Chun Floyd,female,26,431,,,
"734 Rounsaville RD Roswell, GA 30076",Shon Stephenson,male,13,81,,,
"435 Saddle Creek DR Roswell, GA 30076",Anamaria Park,female,66,215,,,
"336 Saddle Creek CIR Roswell, GA 30076",Gaynelle Stokes,female,9,110,,,
"147 Rounsaville CT Roswell, GA 30076",Sean Raymond,male,6,316,,,
"701 Saddle Ridge TRCE Roswell, GA 30076",Hana Zamora,female,6,595,,,
"438 Saddle Creek CIR Roswell, GA 30076",Gale Buck,male,17,289,,,
"8632 Hope Vine Roswell, GA 30076",Irving Huffman,male,59,118,,,
"229 Saddle Horn CIR Roswell, GA 30076",Abe Holden,male,51,753,,,
"328 Saddle Creek CIR Roswell, GA 30076",Ezequiel Booker,male,41,264,,,
"331 Saddle Horn CIR Roswell, GA 30076",Leandro Landry,male,7,112,,,
"412 Saddle Creek DR Roswell, GA 30076",Christian Chaney,male,10,424,,,
"642 Saddle Ridge TRCE Roswell, GA 30076",Timika Ross,female,66,245,,,
"339 Saddle Horn CIR Roswell, GA 30076",Danial Joyner,male,39,859,,,
"509 Saddle Lake DR Roswell, GA 30076",Willis O'neil,male,37,379,,,
"117 Harness TRL Roswell, GA 30076",Renato Mendez,male,41,504,,,
"516 Saddle Creek CIR Roswell, GA 30076",Fritz Miller,male,46,243,,,
"346 Saddle Lake DR Roswell, GA 30076",Norbert Stewart,male,10,72,,,
"107 Saddle Lake DR Roswell, GA 30076",Marshall Johns,male,14,487,,,
"227 Saddle Creek LN Roswell, GA 30076",Orville Preston,male,18,504,,,
"104 Glenclairn CT Roswell, GA 30076",Ozella Lamb,female,44,273,,,
"333 Saddle Creek LN Roswell, GA 30076",Randy Johnston,male,15,88,,,
"603 Saddle Ridge TRCE Roswell, GA 30076",Kizzy Nguyen,female,65,292,,,
"509 Saddle Creek CIR Roswell, GA 30076",Damion Mendez,male,31,451,,,
"624 Saddle Ridge TRCE Roswell, GA 30076",Kenda Fitzgerald,female,15,176,,,
"116 Harness TRL Roswell, GA 30076",Alona Maddox,female,10,298,,,
"344 Saddle Horn CIR Roswell, GA 30076",Hal Villarreal,male,13,133,,,
"743 Saddle Ridge TRCE Roswell, GA 30076",Elina Parrish,female,45,560,,,
"431 Saddle Lake DR Roswell, GA 30076",Sharri Morse,female,27,181,,,
"428 Saddle Lake DR Roswell, GA 30076",Mayola Blair,female,45,422,,,
"128 Rounsaville CT Roswell, GA 30076",Colton Hartman,male,63,646,,,
"8616 Hope Vine Roswell, GA 30076",Rosario Berg,male,61,210,,,
"613 Saddle Creek CIR Roswell, GA 30076",Ching Pope,female,43,506,,,
"728 Saddle Creek CIR Roswell, GA 30076",Austin Young,female,30,157,,,
"502 Rounsaville RD Roswell, GA 30076",Pedro Jones,male,48,108,,,
"808 Saddle Ridge TRCE Roswell, GA 30076",Jeramy Joseph,male,15,230,,,
"217 Saddle Horn CIR Roswell, GA 30076",Cyril Morrison,male,5,609,,,
"148 Harness TRL Roswell, GA 30076",Cleveland Gallegos,male,39,587,,,
"331 Saddle Creek CIR Roswell, GA 30076",Gail Merritt,male,49,312,,,
"878 Saddle Ridge TRCE Roswell, GA 30076",Despina Baxter,female,16,45,,,
"208 Saddle Creek LN Roswell, GA 30076",Alfredo Dominguez,male,29,469,,,
"248 Saddle Horn CIR Roswell, GA 30076",Wes Dawson,male,29,162,,,
"138 Saddle Lake DR Roswell, GA 30076",Glennie Marks,female,68,445,,,
"123 Glenclairn CT Roswell, GA 30076",Jona Olson,female,61,580,,,
"307 Saddle Creek DR Roswell, GA 30076",Hannelore Glover,female,39,177,,,
"501 Saddle Horn CIR Roswell, GA 30076",Tod Sykes,male,69,275,,,
"411 Saddle Creek DR Roswell, GA 30076",Denisse Shepherd,female,21,564,,,
"132 Harness TRL Roswell, GA 30076",Ayesha Turner,female,16,506,,,
"457 Saddle Horn CIR Roswell, GA 30076",Marty Hurst,male,51,305,,,
"330 Saddle Creek LN Roswell, GA 30076",Erik Davenport,male,45,881,,,
"715 Rounsaville RD Roswell, GA 30076",Bok Warren,female,48,901,,,
"310 Saddle Creek DR Roswell, GA 30076",Sterling Lane,male,11,489,,,
"831 Saddle Ridge TRCE Roswell, GA 30076",Detra Hoover,female,19,287,,,
"866 Saddle Ridge TRCE Roswell, GA 30076",Herb Ferrell,male,23,294,,,
"8502 Hope Vine Roswell, GA 30076",Abe Carrillo,male,50,324,,,
"518 Rounsaville RD Roswell, GA 30076",Omer Kline,male,69,307,,,
"334 Saddle Lake DR Roswell, GA 30076",Rodrick Weber,male,49,247,,,
"407 Saddle Horn CIR Roswell, GA 30076",Lesley Middleton,male,8,266,,,
"304 Saddle Lake DR Roswell, GA 30076",Bo Collier,male,64,121,,,
"131 Rounsaville CT Roswell, GA 30076",Cody Quinn,female,44,496,,,
"450 Saddle Lake DR Roswell, GA 30076",Bryce Mullins,male,62,289,,,
"709 Saddle Ridge TRCE Roswell, GA 30076",Farah Bell,female,36,646,,,
"132 Saddle Lake DR Roswell, GA 30076",Evan Lester,male,54,94,,,
"428 Saddle Horn CIR Roswell, GA 30076",Palmer Hinton,male,12,552,,,
"533 Saddle Creek CIR Roswell, GA 30076",Omar Potts,male,11,190,,,
"517 Rounsaville RD Roswell, GA 30076",Olympia Sexton,female,9,219,,,
"317 Saddle Creek DR Roswell, GA 30076",Torri Hatfield,female,55,455,,,
"542 Saddle Horn CIR Roswell, GA 30076",Chan Hoover,female,60,702,,,
"504 Saddle Creek CIR Roswell, GA 30076",Stefania Bush,female,26,471,,,
"8633 Hope Vine Roswell, GA 30076",Raymon Zimmerman,male,20,454,,,
"355 Saddle Lake DR Roswell, GA 30076",Russel Fuller,male,55,354,,,
"746 Saddle Creek CIR Roswell, GA 30076",Alec Quinn,male,32,51,,,
"639 Saddle Ridge TRCE Roswell, GA 30076",Levi Bowman,male,60,827,,,
"720 Saddle Creek CIR Roswell, GA 30076",Jeromy Moon,male,35,292,,,
"345 Saddle Horn CIR Roswell, GA 30076",Britany Blackwell,female,17,275,,,
"8530 Hope Vine Roswell, GA 30076",Fidel Bradshaw,male,24,329,,,
"529 Saddle Creek CIR Roswell, GA 30076",Elidia Short,female,66,729,,,
"637 Saddle Ridge TRCE Roswell, GA 30076",Annett Stanton,female,68,283,,,
"520 Saddle Horn CIR Roswell, GA 30076",Sandee Gilliam,female,40,213,,,
"146 Saddle Creek DR Roswell, GA 30076",Sebrina Pacheco,female,21,181,,,
"640 Saddle Ridge TRCE Roswell, GA 30076",Sherley Houston,female,16,488,,,
"424 Saddle Horn CIR Roswell, GA 30076",Kenton Shepherd,male,53,489,,,
"647 Saddle Creek CIR Roswell, GA 30076",Leonie Sampson,female,31,399,,,
"204 Saddle Creek LN Roswell, GA 30076",Jorge Burton,male,45,212,,,
"200 Saddle Horn CIR Roswell, GA 30076",Cammy Pratt,female,32,198,,,
"8537 Hope Vine Roswell, GA 30076",Meridith Koch,female,40,222,,,
"451 Saddle Lake DR Roswell, GA 30076",Vincenzo Graves,male,39,186,,,
"124 Glenclairn CT Roswell, GA 30076",Mardell Nichols,female,29,593,,,
"203 Saddle Lake DR Roswell, GA 30076",Nadene Walls,female,58,457,,,
"8624 Hope Vine Roswell, GA 30076",Dannie Herrera,male,22,71,,,
"503 Saddle Creek DR Roswell, GA 30076",Mallie Perry,female,35,302,,,
"348 Saddle Creek DR Roswell, GA 30076",Cedric Barlow,male,54,420,,,
"711 Saddle Ridge TRCE Roswell, GA 30076",Katrice Walter,female,45,645,,,
"8615 Hope Vine Roswell, GA 30076",Sage Griffith,female,40,373,,,
"117 Saddle Creek DR Roswell, GA 30076",Bert Zimmerman,male,44,481,,,
"921 Saddle Ridge TRCE Roswell, GA 30076",Kallie Owens,female,68,564,,,
"739 Saddle Ridge TRCE Roswell, GA 30076",Tarah Kennedy,female,39,660,,,
"708 Saddle Creek CIR Roswell, GA 30076",Ruthanne Pickett,female,35,455,,,
"715 Saddle Creek CIR Roswell, GA 30076",Marcelo Nicholson,male,10,308,,,
"213 Hollyridge DR Roswell, GA 30076",Angeles Pollard,female,10,355,,,
"736 Saddle Ridge TRCE Roswell, GA 30076",Olevia Gibson,female,68,371,,,
"440 Saddle Horn CIR Roswell, GA 30076",Milton Orr,male,27,553,,,
"326 Saddle Creek LN Roswell, GA 30076",Marshall Steele,female,13,435,,,
"510 Saddle Creek DR Roswell, GA 30076",Stefan Wood,male,52,517,,,
"408 Saddle Creek CIR Roswell, GA 30076",Tamiko Holder,female,52,68,,,
"420 Saddle Creek CIR Roswell, GA 30076",Jimmy Franco,female,44,243,,,
"613 Rounsaville RD Roswell, GA 30076",Jina Morrow,female,15,478,,,
"135 Harness TRL Roswell, GA 30076",Lorenzo Lott,male,53,588,,,
"600 Saddle Ridge TRCE Roswell, GA 30076",Maximo Blankenship,male,14,130,,,
"406 Saddle Horn CIR Roswell, GA 30076",Waldo Maxwell,male,27,547,,,
"334 Saddle Creek CIR Roswell, GA 30076",Bernetta Kennedy,female,23,408,,,
"316 Saddle Creek LN Roswell, GA 30076",Heidy Craft,female,15,430,,,
"308 Saddle Creek LN Roswell, GA 30076",Dominique Berry,male,52,473,,,
"408 Saddle Creek DR Roswell, GA 30076",Darrel Richard,male,53,165,,,
"169 Glenclairn CT Roswell, GA 30076",Isa Rush,female,38,130,,,
"547 Saddle Creek DR Roswell, GA 30076",Andrea Abbott,male,29,492,,,
"726 Lakestone CT Roswell, GA 30076",Lean Schwartz,female,19,106,,,
"9140 Martin RD Roswell, GA 30076",Mathilde Sharp,female,49,542,,,
"100 N Pond WAY Roswell, GA 30076",Sol Wheeler,male,53,609,,,
"9779 N Pond CIR Roswell, GA 30076",Delta Stark,female,19,298,,,
"531 Sailwind DR Roswell, GA 30076",Odell Cain,male,53,495,,,
"336 Watergate DR Roswell, GA 30076",Marilou Morris,female,17,95,,,
"9844 N Pond CIR Roswell, GA 30076",Irving Meyers,male,64,405,,,
"421 Watergate WAY Roswell, GA 30076",Tandy Burks,female,25,147,,,
"9203 Martin RD Roswell, GA 30076",Tish Newton,female,32,149,,,
"100 River Ridge CT Roswell, GA 30076",Dominick Simon,male,58,324,,,
"100 Sailwind CT Roswell, GA 30076",Dean Medina,male,51,345,,,
"1438 Martin RD Roswell, GA 30076",Deshawn Roth,male,25,422,,,
"9055 Martin RD Roswell, GA 30076",Milly Boyd,female,20,409,,,
"419 Watergate WAY Roswell, GA 30076",Mariano Slater,male,5,808,,,
"9519 Martin RD Roswell, GA 30076",Jeramy Pace,male,69,293,,,
"703 Waterbrook TER Roswell, GA 30076",Jacqualine Vazquez,female,65,325,,,
"100 Grassnut CT Roswell, GA 30076",Krysta Woodard,female,45,697,,,
"315 N Pond TRL Roswell, GA 30076",Santo Lynn,male,59,398,,,
"311 Martins TRL Roswell, GA 30076",Arden Hobbs,male,54,339,,,
"736 Marshview Close Roswell, GA 30076",Hershel Olson,male,56,396,,,
"9112 Martin RD Roswell, GA 30076",Lien Sosa,female,41,276,,,
"300 Spring Lake TER Roswell, GA 30076",Verlene Sweet,female,57,738,,,
"838 Waterbrook CT Roswell, GA 30076",Stanley Sheppard,male,52,385,,,
"331 Martins TRL Roswell, GA 30076",Aleisha Castro,female,16,215,,,
"601 Waterbrook TER Roswell, GA 30076",Kyle Hinton,male,24,148,,,
"310 N Pond TRL Roswell, GA 30076",Salvador Jackson,male,22,700,,,
"314 Watergate DR Roswell, GA 30076",Penney Duke,female,7,260,,,
"500 Watergate CT Roswell, GA 30076",Bettyann Stevens,female,32,466,,,
"9323 Martin RD Roswell, GA 30076",Lanie Mason,female,7,367,,,
"9144 Martin RD Roswell, GA 30076",Lucio Kelley,male,22,74,,,
"710 Lakestone CT Roswell, GA 30076",Marshall Bush,female,30,438,,,
"9281 Martin RD Roswell, GA 30076",Shawnda Steele,female,64,339,,,
"733 Marshview Close Roswell, GA 30076",Sona Winters,female,17,324,,,
"601 Woodman PL Roswell, GA 30076",Vena Hinton,female,52,551,,,
"9746 N Pond CIR Roswell, GA 30076",Howard Caldwell,male,53,410,,,
"806 Marshview Close Roswell, GA 30076",Sherman Gates,male,29,656,,,
"743 Waterbrook TER Roswell, GA 30076",Joie Cortez,female,32,678,,,
"8935 Martin RD Roswell, GA 30076",Nakisha Berger,female,65,516,,,
"9347 Martin RD Roswell, GA 30076",Napoleon Bowers,male,29,159,,,
"1500 Martin RD Roswell, GA 30076",Julian Garrett,male,41,309,,,
"600 Clear Lake TER Roswell, GA 30076",Gregg Mejia,male,43,467,,,
"700 Waterbrook TER Roswell, GA 30076",Brad Burns,male,52,145,,,
"635 S Shore PL Roswell, GA 30076",Vannesa Mcneil,female,46,321,,,
"9345 Martin RD Roswell, GA 30076",Jaime Barber,male,11,68,,,
"136 Buckthorn CT Roswell, GA 30076",Jaye Irwin,female,57,107,,,
"309 Watergate DR Roswell, GA 30076",Dannielle Burt,female,34,201,,,
"9333 Martin RD Roswell, GA 30076",Jene Dorsey,female,34,431,,,
"602 S Shore PL Roswell, GA 30076",Steven Mullins,male,23,151,,,
"1406 Martin RD Roswell, GA 30076",Vanetta Sweet,female,8,274,,,
"9142 Martin RD Roswell, GA 30076",Terrance Fry,male,30,639,,,
"9708 N Pond CIR Roswell, GA 30076",Granville Gallegos,male,67,394,,,
"1802 Martin RD Roswell, GA 30076",Elza Hinton,female,7,423,,,
"431 N Pond TRL Roswell, GA 30076",Rudy Mccarty,male,16,545,,,
"124 Buckthorn CT Roswell, GA 30076",Neda Petty,female,64,377,,,
"1848 Martin RD Roswell, GA 30076",Susann Morrison,female,16,527,,,
